suite,episode_index,decision_index,packet_count,max_tree_depth,mean_queue,slack_band,load_band,gap_bucket,hard_condition_count,oracle_action_gap,oracle_action_gap_ratio,predicted_next_hop,target_next_hop,predicted_continuation_gap,strictly_suboptimal
a1_multiheavy_ood_deeper_packets6_round7_eval,22,755,6,4,2.4334537982940674,loose,mid_load,large_gap,2,6.769083023071289,0.3661039787378113,2,2,0.0,False
a1_multiheavy_ood_deeper_packets6_round7_eval,22,756,6,4,2.4334537982940674,loose,mid_load,medium_gap,2,4.849323272705078,0.3840595560427051,4,4,0.0,False
a1_multiheavy_ood_deeper_packets6_round7_eval,22,757,6,4,2.4334537982940674,loose,mid_load,medium_gap,2,5.992947578430176,0.7090338086469016,7,7,0.0,False
a1_multiheavy_ood_deeper_packets6_round7_eval,22,758,6,4,2.4334537982940674,loose,mid_load,large_gap,2,8.245687484741211,1.534567675545009,13,13,0.0,False
a1_multiheavy_ood_deeper_packets6_round7_eval,22,759,6,4,2.4334537982940674,loose,mid_load,medium_gap,2,5.236083507537842,1.9169490365556845,25,25,0.0,False
a1_multiheavy_ood_deeper_packets6_round7_eval,22,763,6,4,2.4334537982940674,loose,mid_load,large_gap,2,7.707603454589844,0.3033137804598866,34,34,0.0,False
a1_multiheavy_ood_deeper_packets6_round7_eval,22,766,6,4,2.4334537982940674,loose,mid_load,medium_gap,2,5.336151123046875,0.4318010462881004,100,100,0.0,False
a1_multiheavy_ood_deeper_packets6_round7_eval,22,767,6,4,2.4334537982940674,loose,mid_load,large_gap,2,7.280047416687012,0.8343989285496847,103,103,0.0,False
a1_multiheavy_ood_deeper_packets6_round7_eval,22,768,6,4,2.4334537982940674,loose,mid_load,medium_gap,2,6.069357395172119,1.0081605755411638,108,108,0.0,False
a1_multiheavy_ood_deeper_packets6_round7_eval,22,769,6,4,2.4334537982940674,loose,mid_load,large_gap,2,6.995305776596069,2.1198187589304336,119,119,0.0,False
a1_multiheavy_ood_deeper_packets6_round7_eval,22,775,6,4,2.4334537982940674,loose,mid_load,medium_gap,2,6.254995346069336,0.338304156307705,2,2,0.0,False
a1_multiheavy_ood_deeper_packets6_round7_eval,22,776,6,4,2.4334537982940674,loose,mid_load,medium_gap,2,4.934678077697754,0.4057483535833014,4,4,0.0,False
a1_multiheavy_ood_deeper_packets6_round7_eval,22,777,6,4,2.4334537982940674,loose,mid_load,large_gap,2,8.348494052886963,1.163334737773184,6,6,0.0,False
a1_multiheavy_ood_deeper_packets6_round7_eval,22,778,6,4,2.4334537982940674,loose,mid_load,medium_gap,2,6.031513214111328,1.326461057687266,10,10,0.0,False
a1_multiheavy_ood_deeper_packets6_round7_eval,22,779,6,4,2.4334537982940674,loose,mid_load,medium_gap,2,5.865866661071777,2.5472175609885386,18,18,0.0,False
a1_multiheavy_ood_deeper_packets6_round7_eval,24,823,1,4,3.3552520275115967,loose,high_load,large_gap,2,6.566614151000977,0.3193830858177199,98,98,0.0,False
a1_multiheavy_ood_deeper_packets6_round7_eval,24,824,1,4,3.3552520275115967,loose,high_load,medium_gap,2,5.043157577514648,0.2939781698943962,1,1,0.0,False
a1_multiheavy_ood_deeper_packets6_round7_eval,24,827,1,4,3.3552520275115967,loose,high_load,medium_gap,2,4.959995746612549,0.6701839215494503,71,71,0.0,False
a1_multiheavy_ood_deeper_packets6_round7_eval,24,828,1,4,3.3552520275115967,loose,high_load,medium_gap,2,4.712800979614258,1.0144427424377598,77,77,0.0,False
a1_multiheavy_ood_deeper_packets6_round7_eval,24,829,1,4,3.3552520275115967,loose,high_load,medium_gap,2,6.195848226547241,3.0066664992907155,88,88,0.0,False
a1_multiheavy_ood_deeper_packets6_round7_eval,26,863,5,4,2.873908519744873,loose,mid_load,large_gap,2,7.321796417236328,0.3379944451957917,98,98,0.0,False
a1_multiheavy_ood_deeper_packets6_round7_eval,26,865,5,4,2.873908519744873,loose,mid_load,large_gap,2,6.741659164428711,0.4396496704963743,2,2,0.0,False
a1_multiheavy_ood_deeper_packets6_round7_eval,26,866,5,4,2.873908519744873,loose,mid_load,medium_gap,2,4.917454719543457,0.4072070633494808,4,4,0.0,False
a1_multiheavy_ood_deeper_packets6_round7_eval,26,867,5,4,2.873908519744873,loose,mid_load,large_gap,2,6.852916717529297,0.7951317928719237,7,7,0.0,False
a1_multiheavy_ood_deeper_packets6_round7_eval,26,868,5,4,2.873908519744873,loose,mid_load,medium_gap,2,5.976622581481934,1.003870390455792,12,12,0.0,False
a1_multiheavy_ood_deeper_packets6_round7_eval,26,869,5,4,2.873908519744873,loose,mid_load,medium_gap,2,5.8245837688446045,1.7096688228395938,23,23,0.0,False
a1_multiheavy_ood_deeper_packets6_round7_eval,26,872,5,4,2.873908519744873,loose,mid_load,large_gap,2,8.221052169799805,0.3346279966358629,69,69,0.0,False
a1_multiheavy_ood_deeper_packets6_round7_eval,26,873,5,4,2.873908519744873,loose,mid_load,medium_gap,2,6.36833381652832,0.2984534654564558,66,66,0.0,False
a1_multiheavy_ood_deeper_packets6_round7_eval,26,877,5,4,2.873908519744873,loose,mid_load,medium_gap,2,5.449014186859131,0.8523714684302347,103,103,0.0,False
a1_multiheavy_ood_deeper_packets6_round7_eval,26,878,5,4,2.873908519744873,loose,mid_load,medium_gap,2,5.689843654632568,1.2344033111169432,109,109,0.0,False
a1_multiheavy_ood_deeper_packets6_round7_eval,26,879,5,4,2.873908519744873,loose,mid_load,large_gap,2,6.865192890167236,3.236006698866358,120,120,0.0,False
a1_multiheavy_ood_deeper_packets6_round7_eval,26,883,5,4,2.873908519744873,loose,mid_load,large_gap,2,7.61638069152832,0.3507784820073021,2,2,0.0,False
a1_multiheavy_ood_deeper_packets6_round7_eval,26,884,5,4,2.873908519744873,loose,mid_load,medium_gap,2,5.228626251220703,0.3017808476750386,1,1,0.0,False
a1_multiheavy_ood_deeper_packets6_round7_eval,26,885,5,4,2.873908519744873,loose,mid_load,large_gap,2,7.118330955505371,0.5417022129265905,34,34,0.0,False
a1_multiheavy_ood_deeper_packets6_round7_eval,26,887,5,4,2.873908519744873,loose,mid_load,medium_gap,2,4.971494674682617,0.7048067969842918,38,38,0.0,False
a1_multiheavy_ood_deeper_packets6_round7_eval,26,888,5,4,2.873908519744873,loose,mid_load,large_gap,2,6.56817626953125,1.5403432432045574,43,43,0.0,False
a1_multiheavy_ood_deeper_packets6_round7_eval,26,889,5,4,2.873908519744873,loose,mid_load,large_gap,2,6.600877523422241,3.1385320997956208,53,53,0.0,False
a1_multiheavy_ood_deeper_packets6_round7_eval,26,895,5,4,2.873908519744873,loose,mid_load,large_gap,2,6.897348403930664,0.4172400038906433,2,2,0.0,False
a1_multiheavy_ood_deeper_packets6_round7_eval,26,896,5,4,2.873908519744873,loose,mid_load,medium_gap,2,5.349588394165039,0.4550497383248017,5,5,0.0,False
a1_multiheavy_ood_deeper_packets6_round7_eval,26,897,5,4,2.873908519744873,loose,mid_load,medium_gap,2,5.601825714111328,0.6298527519184756,8,8,0.0,False
a1_multiheavy_ood_deeper_packets6_round7_eval,26,898,5,4,2.873908519744873,loose,mid_load,large_gap,2,7.354748249053955,1.2393010623309413,14,14,0.0,False
a1_multiheavy_ood_deeper_packets6_round7_eval,26,899,5,4,2.873908519744873,loose,mid_load,large_gap,2,6.654880046844482,2.200004666004704,26,26,0.0,False
a1_multiheavy_ood_deeper_packets6_round7_eval,26,903,5,4,2.873908519744873,loose,mid_load,large_gap,2,7.563840866088867,0.2661431047589352,2,2,0.0,False
a1_multiheavy_ood_deeper_packets6_round7_eval,26,905,5,4,2.873908519744873,loose,mid_load,medium_gap,2,5.333452224731445,0.2995433468097211,66,66,0.0,False
a1_multiheavy_ood_deeper_packets6_round7_eval,26,906,5,4,2.873908519744873,loose,mid_load,medium_gap,2,5.287823677062988,0.4362366366911668,69,69,0.0,False
a1_multiheavy_ood_deeper_packets6_round7_eval,26,907,5,4,2.873908519744873,loose,mid_load,large_gap,2,8.14871883392334,0.9288988160239064,72,72,0.0,False
a1_multiheavy_ood_deeper_packets6_round7_eval,26,908,5,4,2.873908519744873,loose,mid_load,large_gap,2,7.145570278167725,1.1708622307968,78,78,0.0,False
a1_multiheavy_ood_deeper_packets6_round7_eval,26,909,5,4,2.873908519744873,loose,mid_load,large_gap,2,6.624423027038574,2.3337053620173944,91,91,0.0,False
a1_multiheavy_ood_deeper_packets6_round7_eval,32,1032,6,4,2.501577854156494,loose,mid_load,large_gap,2,7.675050735473633,0.3438895871525488,69,69,0.0,False
a1_multiheavy_ood_deeper_packets6_round7_eval,32,1033,6,4,2.501577854156494,loose,mid_load,large_gap,2,7.299196243286133,0.3664622860086247,66,66,0.0,False
a1_multiheavy_ood_deeper_packets6_round7_eval,32,1037,6,4,2.501577854156494,loose,mid_load,medium_gap,2,5.355697154998779,0.7581324998881199,105,105,0.0,False
a1_multiheavy_ood_deeper_packets6_round7_eval,32,1038,6,4,2.501577854156494,loose,mid_load,medium_gap,2,5.390506744384766,1.1623997642443098,112,112,0.0,False
a1_multiheavy_ood_deeper_packets6_round7_eval,32,1039,6,4,2.501577854156494,loose,mid_load,medium_gap,2,5.069986820220947,1.9957464875815492,127,127,0.0,False
a1_multiheavy_ood_deeper_packets6_round7_eval,32,1043,6,4,2.501577854156494,loose,mid_load,medium_gap,2,5.927021026611328,0.2785276620208431,98,98,0.0,False
a1_multiheavy_ood_deeper_packets6_round7_eval,32,1045,6,4,2.501577854156494,loose,mid_load,medium_gap,2,4.712899208068848,0.3254199141987113,66,66,0.0,False
a1_multiheavy_ood_deeper_packets6_round7_eval,32,1047,6,4,2.501577854156494,loose,mid_load,large_gap,2,7.058794021606445,1.0220604419655446,71,71,0.0,False
a1_multiheavy_ood_deeper_packets6_round7_eval,32,1048,6,4,2.501577854156494,loose,mid_load,medium_gap,2,5.519584655761719,1.1461056455322665,76,76,0.0,False
a1_multiheavy_ood_deeper_packets6_round7_eval,32,1049,6,4,2.501577854156494,loose,mid_load,medium_gap,2,6.041500091552734,2.353167633939848,87,87,0.0,False
a1_multiheavy_ood_deeper_packets6_round7_eval,32,1053,6,4,2.501577854156494,loose,mid_load,large_gap,2,7.861072540283203,0.3271143396077262,66,66,0.0,False
a1_multiheavy_ood_deeper_packets6_round7_eval,32,1055,6,4,2.501577854156494,loose,mid_load,large_gap,2,6.934220314025879,0.4946290212782689,2,2,0.0,False
a1_multiheavy_ood_deeper_packets6_round7_eval,32,1056,6,4,2.501577854156494,loose,mid_load,medium_gap,2,5.164228439331055,0.4924375434968221,5,5,0.0,False
a1_multiheavy_ood_deeper_packets6_round7_eval,32,1057,6,4,2.501577854156494,loose,mid_load,medium_gap,2,5.669689178466797,0.6955495638293168,8,8,0.0,False
a1_multiheavy_ood_deeper_packets6_round7_eval,32,1058,6,4,2.501577854156494,loose,mid_load,large_gap,2,6.987300872802734,1.2381051036004789,15,15,0.0,False
a1_multiheavy_ood_deeper_packets6_round7_eval,32,1059,6,4,2.501577854156494,loose,mid_load,large_gap,2,6.799275159835815,2.1409557949974944,28,28,0.0,False
a1_multiheavy_ood_deeper_packets6_round7_eval,32,1062,6,4,2.501577854156494,loose,mid_load,medium_gap,2,6.455991744995117,0.2848766541291052,37,37,0.0,False
a1_multiheavy_ood_deeper_packets6_round7_eval,32,1063,6,4,2.501577854156494,loose,mid_load,medium_gap,2,5.854543685913086,0.2906086524958197,34,34,0.0,False
a1_multiheavy_ood_deeper_packets6_round7_eval,32,1065,6,4,2.501577854156494,loose,mid_load,large_gap,2,6.848019599914551,0.463960688228663,2,2,0.0,False
a1_multiheavy_ood_deeper_packets6_round7_eval,32,1066,6,4,2.501577854156494,loose,mid_load,medium_gap,2,5.22838020324707,0.4886480884237277,4,4,0.0,False
a1_multiheavy_ood_deeper_packets6_round7_eval,32,1067,6,4,2.501577854156494,loose,mid_load,medium_gap,2,5.772752285003662,0.7995917084410703,7,7,0.0,False
a1_multiheavy_ood_deeper_packets6_round7_eval,32,1068,6,4,2.501577854156494,loose,mid_load,medium_gap,2,6.104680061340332,1.3003679136102846,13,13,0.0,False
a1_multiheavy_ood_deeper_packets6_round7_eval,32,1069,6,4,2.501577854156494,loose,mid_load,large_gap,2,6.761002779006958,2.8800529298332367,24,24,0.0,False
a1_multiheavy_ood_deeper_packets6_round7_eval,32,1075,6,4,2.501577854156494,loose,mid_load,large_gap,2,7.02851676940918,0.3991359306682223,2,2,0.0,False
a1_multiheavy_ood_deeper_packets6_round7_eval,32,1076,6,4,2.501577854156494,loose,mid_load,medium_gap,2,5.384705543518066,0.4121399943984956,4,4,0.0,False
a1_multiheavy_ood_deeper_packets6_round7_eval,32,1077,6,4,2.501577854156494,loose,mid_load,large_gap,2,7.054142951965332,0.8067827161361015,6,6,0.0,False
a1_multiheavy_ood_deeper_packets6_round7_eval,32,1078,6,4,2.501577854156494,loose,mid_load,large_gap,2,7.058370113372803,1.154541883012829,11,11,0.0,False
a1_multiheavy_ood_deeper_packets6_round7_eval,32,1079,6,4,2.501577854156494,loose,mid_load,medium_gap,2,5.905243396759033,1.8590314963123928,20,20,0.0,False
a1_multiheavy_ood_deeper_packets6_round7_eval,32,1083,6,4,2.501577854156494,loose,mid_load,large_gap,2,7.51068115234375,0.3022983444280056,66,66,0.0,False
a1_multiheavy_ood_deeper_packets6_round7_eval,32,1085,6,4,2.501577854156494,loose,mid_load,large_gap,2,7.132196426391602,0.4821221588015426,34,34,0.0,False
a1_multiheavy_ood_deeper_packets6_round7_eval,32,1087,6,4,2.501577854156494,loose,mid_load,large_gap,2,6.975334167480469,1.0054485979304235,39,39,0.0,False
a1_multiheavy_ood_deeper_packets6_round7_eval,36,1142,5,4,2.792694091796875,loose,mid_load,large_gap,2,8.30264663696289,0.3518562227215072,101,101,0.0,False
a1_multiheavy_ood_deeper_packets6_round7_eval,36,1143,5,4,2.792694091796875,loose,mid_load,large_gap,2,6.872650146484375,0.3298983721098227,98,98,0.0,False
a1_multiheavy_ood_deeper_packets6_round7_eval,36,1147,5,4,2.792694091796875,loose,mid_load,medium_gap,2,6.3514933586120605,0.8642462148322944,7,7,0.0,False
a1_multiheavy_ood_deeper_packets6_round7_eval,36,1148,5,4,2.792694091796875,loose,mid_load,medium_gap,2,5.838865756988525,1.3453395889574604,12,12,0.0,False
a1_multiheavy_ood_deeper_packets6_round7_eval,36,1149,5,4,2.792694091796875,loose,mid_load,medium_gap,2,6.037062168121338,2.678434755787064,22,22,0.0,False
a1_multiheavy_ood_deeper_packets6_round7_eval,36,1153,5,4,2.792694091796875,loose,mid_load,large_gap,2,9.83525276184082,0.4101693421443758,2,2,0.0,False
a1_multiheavy_ood_deeper_packets6_round7_eval,36,1156,5,4,2.792694091796875,loose,mid_load,medium_gap,2,5.094446182250977,0.450772823716129,68,68,0.0,False
a1_multiheavy_ood_deeper_packets6_round7_eval,36,1157,5,4,2.792694091796875,loose,mid_load,large_gap,2,6.689074516296387,0.75696877197572,70,70,0.0,False
a1_multiheavy_ood_deeper_packets6_round7_eval,36,1158,5,4,2.792694091796875,loose,mid_load,medium_gap,2,6.256410121917725,1.111884316818282,75,75,0.0,False
a1_multiheavy_ood_deeper_packets6_round7_eval,36,1159,5,4,2.792694091796875,loose,mid_load,large_gap,2,7.321756362915039,2.4192639434911887,84,84,0.0,False
a1_multiheavy_ood_deeper_packets6_round7_eval,36,1162,5,4,2.792694091796875,loose,mid_load,large_gap,2,7.721059799194336,0.2661907261633723,68,68,0.0,False
a1_multiheavy_ood_deeper_packets6_round7_eval,36,1163,5,4,2.792694091796875,loose,mid_load,large_gap,2,9.004657745361328,0.3500942303610861,66,66,0.0,False
a1_multiheavy_ood_deeper_packets6_round7_eval,36,1166,5,4,2.792694091796875,loose,mid_load,medium_gap,2,4.9554948806762695,0.3747929472859748,101,101,0.0,False
a1_multiheavy_ood_deeper_packets6_round7_eval,36,1167,5,4,2.792694091796875,loose,mid_load,large_gap,2,6.671163558959961,0.687176118976029,104,104,0.0,False
a1_multiheavy_ood_deeper_packets6_round7_eval,36,1168,5,4,2.792694091796875,loose,mid_load,large_gap,2,8.951508522033691,1.437307997031773,110,110,0.0,False
a1_multiheavy_ood_deeper_packets6_round7_eval,36,1169,5,4,2.792694091796875,loose,mid_load,large_gap,2,7.548811674118042,2.634070191099388,123,123,0.0,False
a1_multiheavy_ood_deeper_packets6_round7_eval,36,1176,5,4,2.792694091796875,loose,mid_load,medium_gap,2,5.494166374206543,0.4062353220495261,68,68,0.0,False
a1_multiheavy_ood_deeper_packets6_round7_eval,36,1177,5,4,2.792694091796875,loose,mid_load,large_gap,2,8.769388198852539,0.9284488087355288,71,71,0.0,False
a1_multiheavy_ood_deeper_packets6_round7_eval,36,1178,5,4,2.792694091796875,loose,mid_load,large_gap,2,7.643567085266113,1.360870829809412,76,76,0.0,False
a1_multiheavy_ood_deeper_packets6_round7_eval,36,1179,5,4,2.792694091796875,loose,mid_load,medium_gap,2,5.657422065734863,2.136065001188256,87,87,0.0,False
a1_multiheavy_ood_deeper_packets6_round7_eval,36,1183,5,4,2.792694091796875,loose,mid_load,large_gap,2,8.665843963623047,0.3379768660483588,2,2,0.0,False
a1_multiheavy_ood_deeper_packets6_round7_eval,36,1186,5,4,2.792694091796875,loose,mid_load,medium_gap,2,5.625190734863281,0.5381630211229196,69,69,0.0,False
a1_multiheavy_ood_deeper_packets6_round7_eval,36,1187,5,4,2.792694091796875,loose,mid_load,medium_gap,2,5.750670433044434,0.7554095267803286,72,72,0.0,False
a1_multiheavy_ood_deeper_packets6_round7_eval,36,1188,5,4,2.792694091796875,loose,mid_load,medium_gap,2,5.739158153533936,1.1906660442222428,79,79,0.0,False
a1_multiheavy_ood_deeper_packets6_round7_eval,36,1189,5,4,2.792694091796875,loose,mid_load,medium_gap,2,6.28984260559082,2.434585747323309,92,92,0.0,False
a1_multiheavy_ood_deeper_packets6_round7_eval,39,1243,1,4,3.2374112606048584,loose,high_load,large_gap,2,7.726222991943359,0.3428445827299775,34,34,0.0,False
a1_multiheavy_ood_deeper_packets6_round7_eval,39,1245,1,4,3.2374112606048584,loose,high_load,medium_gap,2,5.5801544189453125,0.3835020129343748,66,66,0.0,False
a1_multiheavy_ood_deeper_packets6_round7_eval,39,1246,1,4,3.2374112606048584,loose,high_load,medium_gap,2,5.096363067626953,0.4847358641791429,68,68,0.0,False
a1_multiheavy_ood_deeper_packets6_round7_eval,39,1247,1,4,3.2374112606048584,loose,high_load,medium_gap,2,6.429326057434082,0.778976913218085,70,70,0.0,False
a1_multiheavy_ood_deeper_packets6_round7_eval,39,1248,1,4,3.2374112606048584,loose,high_load,large_gap,2,6.962233066558838,1.216593540652534,74,74,0.0,False
a1_multiheavy_ood_deeper_packets6_round7_eval,39,1249,1,4,3.2374112606048584,loose,high_load,medium_gap,2,6.051161289215088,2.036073538130036,83,83,0.0,False
a1_multiheavy_ood_deeper_packets6_round7_eval,40,1253,1,4,3.3681869506835938,loose,high_load,large_gap,2,7.929359436035156,0.3586631054012458,66,66,0.0,False
a1_multiheavy_ood_deeper_packets6_round7_eval,40,1257,1,4,3.3681869506835938,loose,high_load,medium_gap,2,6.391756534576416,0.8074040075400759,9,9,0.0,False
a1_multiheavy_ood_deeper_packets6_round7_eval,40,1258,1,4,3.3681869506835938,loose,high_load,medium_gap,2,5.277266502380371,1.0825452185792082,16,16,0.0,False
a1_multiheavy_ood_deeper_packets6_round7_eval,40,1259,1,4,3.3681869506835938,loose,high_load,medium_gap,2,6.30333948135376,2.6253345702278224,30,30,0.0,False
a1_multiheavy_ood_deeper_packets6_round7_eval,41,1262,4,4,3.226228713989258,loose,high_load,large_gap,2,6.504489898681641,0.2681634490233835,101,101,0.0,False
a1_multiheavy_ood_deeper_packets6_round7_eval,41,1265,4,4,3.226228713989258,loose,high_load,medium_gap,2,5.880434989929199,0.406864810989557,2,2,0.0,False
a1_multiheavy_ood_deeper_packets6_round7_eval,41,1266,4,4,3.226228713989258,loose,high_load,medium_gap,2,4.693140983581543,0.4153647958834858,4,4,0.0,False
a1_multiheavy_ood_deeper_packets6_round7_eval,41,1267,4,4,3.226228713989258,loose,high_load,medium_gap,2,5.525603294372559,0.6602857819779371,6,6,0.0,False
a1_multiheavy_ood_deeper_packets6_round7_eval,41,1268,4,4,3.226228713989258,loose,high_load,medium_gap,2,5.739665985107422,1.026566665353284,11,11,0.0,False
a1_multiheavy_ood_deeper_packets6_round7_eval,41,1269,4,4,3.226228713989258,loose,high_load,medium_gap,2,5.994447231292725,2.3172470782496206,21,21,0.0,False
a1_multiheavy_ood_deeper_packets6_round7_eval,41,1272,4,4,3.226228713989258,loose,high_load,large_gap,2,7.415887832641602,0.3235909677923011,36,36,0.0,False
a1_multiheavy_ood_deeper_packets6_round7_eval,41,1273,4,4,3.226228713989258,loose,high_load,medium_gap,2,6.04612922668457,0.297766371541095,34,34,0.0,False
a1_multiheavy_ood_deeper_packets6_round7_eval,41,1276,4,4,3.226228713989258,loose,high_load,medium_gap,2,5.198322296142578,0.4346063939054087,69,69,0.0,False
a1_multiheavy_ood_deeper_packets6_round7_eval,41,1277,4,4,3.226228713989258,loose,high_load,large_gap,2,7.432828903198242,0.8303402719004651,73,73,0.0,False
a1_multiheavy_ood_deeper_packets6_round7_eval,41,1278,4,4,3.226228713989258,loose,high_load,large_gap,2,7.056474685668945,1.2956041997239731,80,80,0.0,False
a1_multiheavy_ood_deeper_packets6_round7_eval,41,1279,4,4,3.226228713989258,loose,high_load,large_gap,2,7.659882307052612,3.022750501026044,95,95,0.0,False
a1_multiheavy_ood_deeper_packets6_round7_eval,41,1282,4,4,3.226228713989258,loose,high_load,large_gap,2,6.658761978149414,0.2652168043595996,100,100,0.0,False
a1_multiheavy_ood_deeper_packets6_round7_eval,41,1285,4,4,3.226228713989258,loose,high_load,medium_gap,2,6.121100425720215,0.422148938402238,2,2,0.0,False
a1_multiheavy_ood_deeper_packets6_round7_eval,41,1286,4,4,3.226228713989258,loose,high_load,medium_gap,2,4.815291404724121,0.4474129712393648,5,5,0.0,False
a1_multiheavy_ood_deeper_packets6_round7_eval,41,1287,4,4,3.226228713989258,loose,high_load,medium_gap,2,5.695758819580078,0.7012185306834092,9,9,0.0,False
a1_multiheavy_ood_deeper_packets6_round7_eval,41,1288,4,4,3.226228713989258,loose,high_load,large_gap,2,6.763549327850342,1.1686137670635786,16,16,0.0,False
a1_multiheavy_ood_deeper_packets6_round7_eval,41,1289,4,4,3.226228713989258,loose,high_load,medium_gap,2,6.150891542434692,1.875294455952399,31,31,0.0,False
a1_multiheavy_ood_deeper_packets6_round7_eval,41,1293,4,4,3.226228713989258,loose,high_load,large_gap,2,7.304962158203125,0.2845022185786537,2,2,0.0,False
a1_multiheavy_ood_deeper_packets6_round7_eval,41,1296,4,4,3.226228713989258,loose,high_load,medium_gap,2,5.3340044021606445,0.4053564128084332,69,69,0.0,False
a1_multiheavy_ood_deeper_packets6_round7_eval,41,1297,4,4,3.226228713989258,loose,high_load,large_gap,2,8.454299926757812,0.8770586943316033,72,72,0.0,False
a1_multiheavy_ood_deeper_packets6_round7_eval,41,1298,4,4,3.226228713989258,loose,high_load,medium_gap,2,5.520796775817871,0.9274468746395294,79,79,0.0,False
a1_multiheavy_ood_deeper_packets6_round7_eval,41,1299,4,4,3.226228713989258,loose,high_load,medium_gap,2,5.757691860198975,1.743789204462169,92,92,0.0,False
a1_multiheavy_ood_deeper_packets6_round7_eval,42,1301,6,4,1.6566203832626345,loose,low_load,large_gap,2,6.985378265380859,0.2857726520483969,41,41,0.0,False
a1_multiheavy_ood_deeper_packets6_round7_eval,42,1302,6,4,1.6566203832626345,loose,low_load,large_gap,2,7.305299758911133,0.3286803591035883,37,37,0.0,False
a1_multiheavy_ood_deeper_packets6_round7_eval,42,1303,6,4,1.6566203832626345,loose,low_load,medium_gap,2,6.363615036010742,0.3347258980723273,34,34,0.0,False
a1_multiheavy_ood_deeper_packets6_round7_eval,42,1308,6,4,1.6566203832626345,loose,low_load,medium_gap,2,5.254416465759277,1.0539993266225145,109,109,0.0,False
a1_multiheavy_ood_deeper_packets6_round7_eval,42,1309,6,4,1.6566203832626345,loose,low_load,medium_gap,2,4.868704319000244,1.779422413437041,120,120,0.0,False
a1_multiheavy_ood_deeper_packets6_round7_eval,42,1317,6,4,1.6566203832626345,loose,low_load,large_gap,2,6.817532539367676,0.9524334900759712,39,39,0.0,False
a1_multiheavy_ood_deeper_packets6_round7_eval,42,1318,6,4,1.6566203832626345,loose,low_load,medium_gap,2,4.642487525939941,1.0453474104465144,45,45,0.0,False
a1_multiheavy_ood_deeper_packets6_round7_eval,42,1319,6,4,1.6566203832626345,loose,low_load,medium_gap,2,5.867235898971558,2.586869087913392,57,57,0.0,False
a1_multiheavy_ood_deeper_packets6_round7_eval,42,1322,6,4,1.6566203832626345,loose,low_load,large_gap,2,6.731128692626953,0.3290512827876449,101,101,0.0,False
a1_multiheavy_ood_deeper_packets6_round7_eval,42,1323,6,4,1.6566203832626345,loose,low_load,medium_gap,2,5.310295104980469,0.2877672529663306,98,98,0.0,False
a1_multiheavy_ood_deeper_packets6_round7_eval,42,1325,6,4,1.6566203832626345,loose,low_load,large_gap,2,7.233953475952148,0.6456246711381383,66,66,0.0,False
a1_multiheavy_ood_deeper_packets6_round7_eval,42,1328,6,4,1.6566203832626345,loose,low_load,medium_gap,2,4.89426851272583,1.2580754605649338,77,77,0.0,False
a1_multiheavy_ood_deeper_packets6_round7_eval,42,1329,6,4,1.6566203832626345,loose,low_load,medium_gap,2,4.694636821746826,2.0064626271799217,89,89,0.0,False
a1_multiheavy_ood_deeper_packets6_round7_eval,42,1335,6,4,1.6566203832626345,loose,low_load,large_gap,2,7.56385612487793,0.575934911978213,66,66,0.0,False
a1_multiheavy_ood_deeper_packets6_round7_eval,42,1337,6,4,1.6566203832626345,loose,low_load,medium_gap,2,5.195775508880615,0.9391485398088716,70,70,0.0,False
a1_multiheavy_ood_deeper_packets6_round7_eval,42,1347,6,4,1.6566203832626345,loose,low_load,medium_gap,2,5.475334644317627,0.7710650521582868,105,105,0.0,False
a1_multiheavy_ood_deeper_packets6_round7_eval,42,1348,6,4,1.6566203832626345,loose,low_load,medium_gap,2,4.656341552734375,0.9430186311986825,112,112,0.0,False
a1_multiheavy_ood_deeper_packets6_round7_eval,42,1349,6,4,1.6566203832626345,loose,low_load,medium_gap,2,5.312506675720215,2.310807671598377,127,127,0.0,False
a1_multiheavy_ood_deeper_packets6_round7_eval,42,1357,6,4,1.6566203832626345,loose,low_load,large_gap,2,6.626582145690918,0.7240820974603317,39,39,0.0,False
a1_multiheavy_ood_deeper_packets6_round7_eval,42,1358,6,4,1.6566203832626345,loose,low_load,medium_gap,2,4.61871337890625,0.8067277058790803,45,45,0.0,False
a1_multiheavy_ood_deeper_packets6_round7_eval,42,1359,6,4,1.6566203832626345,loose,low_load,medium_gap,2,5.728842258453369,1.975372487326988,57,57,0.0,False
a1_multiheavy_ood_deeper_packets6_round7_eval,44,1393,6,4,3.228774309158325,loose,high_load,large_gap,3,6.884712219238281,0.2943406424089803,98,98,0.0,False
a1_multiheavy_ood_deeper_packets6_round7_eval,44,1396,6,4,3.228774309158325,loose,high_load,medium_gap,3,5.904311180114746,0.4535265793625858,5,5,0.0,False
a1_multiheavy_ood_deeper_packets6_round7_eval,44,1397,6,4,3.228774309158325,loose,high_load,large_gap,3,6.50501823425293,0.6830267843195373,8,8,0.0,False
a1_multiheavy_ood_deeper_packets6_round7_eval,44,1398,6,4,3.228774309158325,loose,high_load,large_gap,3,8.623098373413086,1.3402822071466804,15,15,0.0,False
a1_multiheavy_ood_deeper_packets6_round7_eval,44,1399,6,4,3.228774309158325,loose,high_load,large_gap,3,7.259552478790283,2.1857933343316365,28,28,0.0,False
